,time,location
272,1681776274,4T|5S
273,1681776275,4T|5S
274,1681776276,4T|5S
275,1681776277,4T|5S
276,1681776278,4T|5S
277,1681776279,4T|5S
278,1681776280,4T|5S
279,1681776281,4T|5S
280,1681776282,4T|5S
281,1681776283,4T|5S
282,1681776284,4T|5S
283,1681776285,4T|5S
284,1681776286,4T|5S
285,1681776287,4T|5S
286,1681776288,4T|5S
287,1681776289,4T|5S
288,1681776290,4T|5S
289,1681776291,4T|5S
290,1681776292,4T|5S
291,1681776293,4T|5S
292,1681776294,4T|5S
293,1681776295,4T|5S
294,1681776296,4T|5S
295,1681776297,4T|5S
296,1681776298,4T|5S
297,1681776299,4T|5S
298,1681776300,4T|5S
299,1681776301,4T|5S
300,1681776302,4T|5S
301,1681776303,4T|5S
302,1681776304,4T|5S
303,1681776305,4T|5S
304,1681776306,4T|5S
305,1681776307,4T|5S
306,1681776308,4T|5S
307,1681776309,4T|5S
308,1681776310,4T|5S
309,1681776311,4T|5S
310,1681776312,4T|5S
311,1681776313,4T|5S
312,1681776314,4T|5S
313,1681776315,4T|5S
314,1681776316,4T|5S
315,1681776317,4T|5S
316,1681776318,4T|5S
317,1681776319,4T|5S
318,1681776320,4T|5S
319,1681776321,4T|5S
320,1681776322,4T|5S
321,1681776323,4T|5S
322,1681776324,4T|5S
323,1681776325,4T|5S
324,1681776326,4T|5S
325,1681776327,4T|5S
326,1681776328,4T|5S
327,1681776329,4T|5S
328,1681776330,4T|5S
329,1681776331,4T|5S
330,1681776332,4T|5S
331,1681776333,4T|5S
332,1681776334,4T|5S
333,1681776335,4T|5S
334,1681776336,4T|5S
335,1681776337,4T|5S
336,1681776338,4T|5S
337,1681776339,4T|5S
338,1681776340,4T|5S
339,1681776341,4T|5S
340,1681776342,4T|5S
341,1681776343,4T|5S
342,1681776344,4T|5S
343,1681776345,4T|5S
344,1681776346,4T|5S
345,1681776347,4T|5S
346,1681776348,4T|5S
347,1681776349,4T|5S
348,1681776350,4T|5S
349,1681776351,4T|5S
350,1681776352,4T|5S
351,1681776353,4T|5S
352,1681776354,4T|5S
353,1681776355,4T|5S
354,1681776356,4T|5S
355,1681776357,4T|5S
356,1681776358,4T|5S
357,1681776359,4T|5S
358,1681776360,4T|5S
359,1681776361,4T|5S
360,1681776362,4T|5S
361,1681776363,4T|5S
362,1681776364,4T|5S
363,1681776365,4T|5S
364,1681776366,4T|5S
365,1681776367,4T|5S
366,1681776368,4T|5S
367,1681776369,4T|5S
368,1681776370,4T|5S
369,1681776371,4T|5S
370,1681776372,4T|5S
371,1681776373,4T|5S
372,1681776374,4T|5S
373,1681776375,4T|5S
374,1681776376,4T|5S
375,1681776377,4T|5S
376,1681776378,4T|5S
377,1681776379,4T|5S
378,1681776380,4T|5S
379,1681776381,4T|5S
380,1681776382,4T|5S
381,1681776383,4T|5S
382,1681776384,4T|5S
383,1681776385,4T|5S
384,1681776386,4T|5S
385,1681776387,4T|5S
386,1681776388,4T|5S
387,1681776389,4T|5S
388,1681776390,4T|5S
389,1681776391,4T|5S
390,1681776392,4T|5S
391,1681776393,4T|5S
392,1681776394,4T|5S
393,1681776395,4T|5S
394,1681776396,4T|5S
395,1681776397,4T|5S
396,1681776398,4T|5S
397,1681776399,4T|5S
398,1681776400,4T|5S
399,1681776401,4T|5S
400,1681776402,4T|5S
401,1681776403,4T|5S
402,1681776404,4T|5S
403,1681776405,4T|5S
404,1681776406,4T|5S
405,1681776407,4T|5S
406,1681776408,4T|5S
407,1681776409,4T|5S
408,1681776410,4T|5S
409,1681776411,4T|5S
410,1681776412,4T|5S
411,1681776413,4T|5S
412,1681776414,4T|5S
413,1681776415,4T|5S
414,1681776416,4T|5S
415,1681776417,4T|5S
416,1681776418,4T|5S
417,1681776419,4T|5S
418,1681776420,4T|5S
419,1681776421,4T|5S
420,1681776422,4T|5S
421,1681776423,4T|5S
422,1681776424,4T|5S
423,1681776425,4T|5S
424,1681776426,4T|5S
425,1681776427,4T|5S
426,1681776428,4T|5S
427,1681776429,4T|5S
428,1681776430,4T|5S
429,1681776431,4T|5S
430,1681776432,4T|5S
431,1681776433,4T|5S
432,1681776434,4T|5S
433,1681776435,4T|5S
434,1681776436,4T|5S
435,1681776437,4T|5S
436,1681776438,4T|5S
437,1681776439,4T|5S
438,1681776440,4T|5S
439,1681776441,4T|5S
440,1681776442,4T|5S
441,1681776443,4T|5S
442,1681776444,4T|5S
443,1681776445,4T|5S
444,1681776446,4T|5S
445,1681776447,4T|5S
446,1681776448,4T|5S
447,1681776449,4T|5S
448,1681776450,4T|5S
449,1681776451,4T|5S
450,1681776452,4T|5S
451,1681776453,4T|5S
452,1681776454,4T|5S
453,1681776455,4T|5S
454,1681776456,4T|5S
455,1681776457,4T|5S
456,1681776458,4T|5S
457,1681776459,4T|5S
458,1681776460,4T|5S
459,1681776461,4T|5S
460,1681776462,4T|5S
461,1681776463,4T|5S
462,1681776464,4T|5S
463,1681776465,4T|5S
464,1681776466,4T|5S
465,1681776467,4T|5S
466,1681776468,4T|5S
467,1681776469,4T|5S
468,1681776470,4T|5S
469,1681776471,4T|5S
470,1681776472,4T|5S
471,1681776473,4T|5S
472,1681776474,4T|5S
473,1681776475,4T|5S
474,1681776476,4T|5S
475,1681776478,4T|5S
476,1681776479,4T|5S
477,1681776480,4T|5S
478,1681776481,4T|5S
479,1681776482,4T|5S
480,1681776483,4T|5S
481,1681776484,4T|5S
482,1681776485,4T|5S
483,1681776486,4T|5S
484,1681776487,4T|5S
485,1681776488,4T|5S
486,1681776489,4T|5S
487,1681776490,4T|5S
488,1681776491,4T|5S
489,1681776492,4T|5S
490,1681776493,4T|5S
491,1681776494,4T|5S
492,1681776495,4T|5S
493,1681776496,4T|5S
494,1681776497,4T|5S
495,1681776498,4T|5S
496,1681776499,4T|5S
497,1681776500,4T|5S
498,1681776501,4T|5S
499,1681776502,4T|5S
500,1681776503,4T|5S
501,1681776504,4T|5S
502,1681776505,4T|5S
503,1681776506,4T|5S
504,1681776507,4T|5S
505,1681776508,4T|5S
506,1681776509,4T|5S
507,1681776510,4T|5S
508,1681776511,4T|5S
509,1681776512,4T|5S
510,1681776513,4T|5S
511,1681776514,4T|5S
512,1681776515,4T|5S
513,1681776516,4T|5S
514,1681776517,4T|5S
515,1681776518,4T|5S
516,1681776519,4T|5S
517,1681776520,4T|5S
518,1681776521,4T|5S
519,1681776522,4T|5S
520,1681776523,4T|5S
521,1681776524,4T|5S
522,1681776525,4T|5S
523,1681776526,4T|5S
524,1681776527,4T|5S
525,1681776528,4T|5S
526,1681776529,4T|5S
527,1681776530,4T|5S
528,1681776531,4T|5S
529,1681776532,4T|5S
530,1681776533,4T|5S
531,1681776534,4T|5S
532,1681776535,4T|5S
533,1681776536,4T|5S
534,1681776537,4T|5S
535,1681776538,4T|5S
536,1681776539,4T|5S
537,1681776540,4T|5S
538,1681776541,4T|5S
539,1681776542,4T|5S
540,1681776543,4T|5S
541,1681776544,4T|5S
542,1681776545,4T|5S
543,1681776546,4T|5S
544,1681776547,4T|5S
545,1681776548,4T|5S
546,1681776549,4T|5S
547,1681776550,4T|5S
548,1681776551,4T|5S
549,1681776552,4T|5S
550,1681776553,4T|5S
551,1681776554,4T|5S
552,1681776555,4T|5S
553,1681776556,4T|5S
554,1681776557,4T|5S
555,1681776558,4T|5S
556,1681776559,4T|5S
557,1681776560,4T|5S
558,1681776561,4T|5S
559,1681776562,4T|5S
560,1681776563,4T|5S
561,1681776564,4T|5S
562,1681776565,4T|5S
563,1681776566,4T|5S
564,1681776567,4T|5S
565,1681776568,4T|5S
566,1681776569,4T|5S
567,1681776570,4T|5S
568,1681776571,4T|5S
569,1681776572,4T|5S
570,1681776573,4T|5S
571,1681776574,4T|5S
572,1681776575,4T|5S
573,1681776576,4T|5S
574,1681776577,4T|5S
575,1681776578,4T|5S
576,1681776579,4T|5S
577,1681776580,4T|5S
578,1681776581,4T|5S
579,1681776582,4T|5S
580,1681776583,4T|5S
581,1681776584,4T|5S
582,1681776585,4T|5S
583,1681776586,4T|5S
584,1681776587,4T|5S
585,1681776588,4T|5S
586,1681776589,4T|5S
587,1681776590,4T|5S
588,1681776591,4T|5S
589,1681776592,4T|5S
590,1681776593,4T|5S
591,1681776594,4T|5S
592,1681776595,4T|5S
593,1681776596,4T|5S
594,1681776597,4T|5S
595,1681776598,4T|5S
596,1681776599,4T|5S
597,1681776600,4T|5S
598,1681776601,4T|5S
599,1681776602,4T|5S
600,1681776603,4T|5S
601,1681776604,4T|5S
602,1681776605,4T|5S
603,1681776606,4T|5S
604,1681776607,4T|5S
605,1681776608,4T|5S
606,1681776609,4T|5S
607,1681776610,4T|5S
608,1681776611,4T|5S
609,1681776612,4T|5S
610,1681776613,4T|5S
611,1681776614,4T|5S
612,1681776615,4T|5S
613,1681776616,4T|5S
614,1681776617,4T|5S
615,1681776618,4T|5S
616,1681776619,4T|5S
617,1681776620,4T|5S
618,1681776621,4T|5S
619,1681776622,4T|5S
620,1681776623,4T|5S
621,1681776624,4T|5S
622,1681776625,4T|5S
623,1681776626,4T|5S
624,1681776627,4T|5S
625,1681776628,4T|5S
626,1681776629,4T|5S
627,1681776630,4T|5S
628,1681776631,4T|5S
629,1681776632,4T|5S
630,1681776633,4T|5S
631,1681776634,4T|5S
632,1681776635,4T|5S
633,1681776636,4T|5S
634,1681776637,4T|5S
635,1681776638,4T|5S
636,1681776639,4T|5S
637,1681776640,4T|5S
638,1681776641,4T|5S
639,1681776642,4T|5S
640,1681776643,4T|5S
641,1681776644,4T|5S
642,1681776645,4T|5S
643,1681776646,4T|5S
644,1681776647,4T|5S
645,1681776648,4T|5S
646,1681776649,4T|5S
647,1681776650,4T|5S
648,1681776651,4T|5S
649,1681776652,4T|5S
650,1681776653,4T|5S
651,1681776654,4T|5S
652,1681776655,4T|5S
653,1681776656,4T|5S
654,1681776657,4T|5S
655,1681776658,4T|5S
656,1681776659,4T|5S
657,1681776660,4T|5S
658,1681776661,4T|5S
659,1681776662,4T|5S
660,1681776663,4T|5S
661,1681776664,4T|5S
662,1681776665,4T|5S
663,1681776666,4T|5S
664,1681776667,4T|5S
665,1681776668,4T|5S
666,1681776669,4T|5S
667,1681776670,4T|5S
668,1681776671,4T|5S
669,1681776672,4T|5S
670,1681776673,4T|5S
671,1681776674,4T|5S
672,1681776675,4T|5S
673,1681776676,4T|5S
674,1681776677,4T|5S
675,1681776678,4T|5S
676,1681776679,4T|5S
677,1681776680,4T|5S
678,1681776681,4T|5S
679,1681776682,4T|5S
680,1681776683,4T|5S
681,1681776684,4T|5S
682,1681776685,4T|5S
683,1681776686,4T|5S
684,1681776687,4T|5S
685,1681776688,4T|5S
686,1681776689,4T|5S
687,1681776690,4T|5S
688,1681776691,4T|5S
689,1681776692,4T|5S
690,1681776693,4T|5S
691,1681776694,4T|5S
692,1681776695,4T|5S
693,1681776696,4T|5S
694,1681776697,4T|5S
695,1681776698,4T|5S
696,1681776699,4T|5S
697,1681776700,4T|5S
698,1681776701,4T|5S
699,1681776702,4T|5S
700,1681776703,4T|5S
701,1681776704,4T|5S
702,1681776705,4T|5S
703,1681776706,4T|5S
704,1681776707,4T|5S
705,1681776708,4T|5S
706,1681776709,4T|5S
707,1681776710,4T|5S
708,1681776711,4T|5S
709,1681776712,4T|5S
710,1681776713,4T|5S
711,1681776714,4T|5S
712,1681776715,4T|5S
713,1681776716,4T|5S
714,1681776717,4T|5S
715,1681776718,4T|5S
716,1681776719,4T|5S
717,1681776720,4T|5S
718,1681776721,4T|5S
719,1681776722,4T|5S
720,1681776723,4T|5S
721,1681776724,4T|5S
722,1681776725,4T|5S
723,1681776726,4T|5S
724,1681776727,4T|5S
725,1681776728,4T|5S
726,1681776729,4T|5S
727,1681776730,4T|5S
728,1681776731,4T|5S
729,1681776732,4T|5S
730,1681776733,4T|5S
731,1681776734,4T|5S
732,1681776735,4T|5S
733,1681776736,4T|5S
734,1681776737,4T|5S
735,1681776738,4T|5S
736,1681776739,4T|5S
737,1681776740,4T|5S
738,1681776741,4T|5S
739,1681776742,4T|5S
740,1681776743,4T|5S
741,1681776744,4T|5S
742,1681776745,4T|5S
743,1681776746,4T|5S
744,1681776747,4T|5S
745,1681776748,4T|5S
746,1681776749,4T|5S
747,1681776750,4T|5S
748,1681776751,4T|5S
749,1681776752,4T|5S
750,1681776753,4T|5S
751,1681776754,4T|5S
752,1681776755,4T|5S
753,1681776756,4T|5S
754,1681776757,4T|5S
755,1681776758,4T|5S
756,1681776759,4T|5S
757,1681776760,4T|5S
758,1681776761,4T|5S
759,1681776762,4T|5S
760,1681776763,4T|5S
761,1681776764,4T|5S
762,1681776765,4T|5S
763,1681776766,4T|5S
764,1681776767,4T|5S
765,1681776768,4T|5S
766,1681776769,4T|5S
767,1681776770,4T|5S
768,1681776771,4T|5S
769,1681776772,4T|5S
770,1681776773,4T|5S
771,1681776774,4T|5S
772,1681776775,4T|5S
773,1681776776,4T|5S
774,1681776777,4T|5S
775,1681776778,4T|5S
776,1681776779,4T|5S
777,1681776780,4T|5S
778,1681776781,4T|5S
779,1681776782,4T|5S
780,1681776783,4T|5S
781,1681776784,4T|5S
782,1681776785,4T|5S
783,1681776786,4T|5S
784,1681776787,4T|5S
785,1681776788,4T|5S
786,1681776789,4T|5S
787,1681776790,4T|5S
788,1681776791,4T|5S
789,1681776792,4T|5S
790,1681776793,4T|5S
791,1681776794,4T|5S
792,1681776795,4T|5S
793,1681776796,4T|5S
794,1681776797,4T|5S
795,1681776798,4T|5S
796,1681776799,4T|5S
797,1681776800,4T|5S
798,1681776801,4T|5S
799,1681776802,4T|5S
800,1681776803,4T|5S
801,1681776804,4T|5S
802,1681776805,4T|5S
803,1681776806,4T|5S
804,1681776807,4T|5S
805,1681776808,4T|5S
806,1681776809,4T|5S
807,1681776810,4T|5S
808,1681776811,4T|5S
809,1681776812,4T|5S
810,1681776813,4T|5S
811,1681776814,4T|5S
812,1681776815,4T|5S
813,1681776816,4T|5S
814,1681776817,4T|5S
815,1681776818,4T|5S
816,1681776819,4T|5S
817,1681776820,4T|5S
818,1681776821,4T|5S
819,1681776822,4T|5S
820,1681776823,4T|5S
821,1681776824,4T|5S
822,1681776825,4T|5S
823,1681776826,4T|5S
824,1681776827,4T|5S
825,1681776828,4T|5S
826,1681776829,4T|5S
827,1681776830,4T|5S
828,1681776831,4T|5S
829,1681776832,4T|5S
830,1681776833,4T|5S
831,1681776834,4T|5S
832,1681776835,4T|5S
833,1681776836,4T|5S
834,1681776837,4T|5S
835,1681776838,4T|5S
836,1681776839,4T|5S
837,1681776840,4T|5S
838,1681776841,4T|5S
839,1681776842,4T|5S
840,1681776843,4T|5S
841,1681776844,4T|5S
842,1681776845,4T|5S
843,1681776846,4T|5S
844,1681776847,4T|5S
845,1681776848,4T|5S
846,1681776849,4T|5S
847,1681776850,4T|5S
848,1681776851,4T|5S
849,1681776852,4T|5S
850,1681776853,4T|5S
851,1681776854,4T|5S
852,1681776855,4T|5S
853,1681776856,4T|5S
854,1681776857,4T|5S
855,1681776858,4T|5S
856,1681776859,4T|5S
857,1681776860,4T|5S
858,1681776861,4T|5S
859,1681776862,4T|5S
860,1681776863,4T|5S
861,1681776864,4T|5S
862,1681776865,4T|5S
863,1681776866,4T|5S
864,1681776867,4T|5S
865,1681776868,4T|5S
866,1681776869,4T|5S
867,1681776870,4T|5S
868,1681776871,4T|5S
869,1681776872,4T|5S
870,1681776873,4T|5S
871,1681776874,4T|5S
872,1681776875,4T|5S
873,1681776876,4T|5S
874,1681776877,4T|5S
875,1681776878,4T|5S
876,1681776879,4T|5S
877,1681776880,4T|5S
878,1681776881,4T|5S
879,1681776882,4T|5S
880,1681776883,4T|5S
881,1681776884,4T|5S
882,1681776885,4T|5S
883,1681776886,4T|5S
884,1681776887,4T|5S
885,1681776888,4T|5S
886,1681776889,4T|5S
887,1681776890,4T|5S
888,1681776891,4T|5S
889,1681776892,4T|5S
890,1681776893,4T|5S
891,1681776894,4T|5S
892,1681776895,4T|5S
893,1681776896,4T|5S
894,1681776897,4T|5S
895,1681776898,4T|5S
896,1681776899,4T|5S
897,1681776900,4T|5S
898,1681776901,4T|5S
899,1681776902,4T|5S
900,1681776903,4T|5S
901,1681776904,4T|5S
902,1681776905,4T|5S
903,1681776906,4T|5S
904,1681776907,4T|5S
905,1681776908,4T|5S
906,1681776909,4T|5S
907,1681776910,4T|5S
908,1681776911,4T|5S
909,1681776912,4T|5S
910,1681776913,4T|5S
911,1681776914,4T|5S
912,1681776915,4T|5S
913,1681776916,4T|5S
914,1681776917,4T|5S
915,1681776918,4T|5S
916,1681776919,4T|5S
917,1681776920,4T|5S
918,1681776921,4T|5S
919,1681776922,4T|5S
920,1681776923,4T|5S
921,1681776924,4T|5S
922,1681776925,4T|5S
923,1681776926,4T|5S
924,1681776927,4T|5S
925,1681776928,4T|5S
926,1681776929,4T|5S
927,1681776930,4T|5S
928,1681776931,4S|4T|5S
929,1681776932,4T|5S
930,1681776933,4T|5S
931,1681776934,4T|4W|5S
932,1681776935,4S|4T|4W|5S
933,1681776936,4S|4T|4W|5S
934,1681776937,4S|4T|4W|5S
935,1681776938,4S|4T|4W|5S
936,1681776939,4S|4T|4W|5S
937,1681776940,4S|4T|4W|5S
938,1681776941,4S|4T|4W|5S
939,1681776942,4S|4T|4W|5S
940,1681776943,4S|4T|4W|5S
941,1681776944,4S|4T|4W|5S
942,1681776945,4S|4T|4W|5S
943,1681776946,4S|4T|4W|5S
944,1681776947,4S|4T|4W|5S
945,1681776948,4S|4T|4W|5S
946,1681776949,4S|4T|4W|5S
947,1681776950,4S|4T|4W|5S
948,1681776951,4S|4T|4W|5S
949,1681776952,4S|4T|4W|5S
950,1681776953,4S|4T|4W|5S
951,1681776954,4S|4T|4W|5S
952,1681776955,4S|4T|4W|5S
953,1681776956,4S|4T|4W|5S
954,1681776957,4S|4T|4W|5S
955,1681776958,4S|4T|4W|5S
956,1681776959,4S|4T|4W|5S
957,1681776960,4S|4T|4W|5S
958,1681776961,4S|4T|4W|5S
959,1681776962,4S|4T|4W|5S
960,1681776963,4S|4T|4W|5S
961,1681776964,4S|4T|4W|5S
962,1681776965,4S|4T|4W|5S
963,1681776966,4S|4T|4W|5S
964,1681776967,4S|4T|4W|5S
965,1681776968,4S|4T|4W|5S
966,1681776969,4S|4T|4W|5S
967,1681776970,4S|4T|4W|5S
968,1681776971,4S|4T|4W|5S
969,1681776972,4S|4T|4W|5S
970,1681776973,4S|4T|4W|5S
971,1681776974,4S|4T|4W|5S
972,1681776975,4S|4T|4W|5S
973,1681776976,4S|4T|4W|5S
974,1681776977,4S|4T|4W|5S
975,1681776978,4S|4T|4W|5S
976,1681776979,4S|4T|4W|5S
977,1681776980,4S|4T|4W|5S
978,1681776981,4S|4T|4W|5S
979,1681776982,4S|4T|4W|5S
980,1681776983,4S|4T|4W|5S
981,1681776984,4S|4T|4W|5S
982,1681776985,4S|4T|4W|5S
983,1681776986,4S|4T|4W|5S
984,1681776987,4S|4T|4W|5S
985,1681776988,4S|4T|4W|5S
986,1681776989,4S|4T|4W|5S
987,1681776990,4S|4T|4W|5S
988,1681776991,4S|4T|4W|5S
989,1681776992,4S|4T|4W|5S
990,1681776993,4S|4T|4W|5S
991,1681776994,4S|4T|4W|5S
992,1681776995,4S|4T|4W|5S
993,1681776996,4S|4T|4W|5S
994,1681776997,4S|4T|4W|5S
995,1681776998,4S|4T|4W|5S
996,1681776999,4S|4T|4W|5S
997,1681777000,4S|4T|4W|5S
998,1681777001,4S|4T|4W|5S
999,1681777002,4S|4T|4W|5S
1000,1681777003,4S|4T|4W|5S
1001,1681777004,4S|4T|4W|5S
1002,1681777005,4S|4T|4W|5S
1003,1681777006,4S|4T|4W|5S
1004,1681777007,4S|4T|4W|5S
1005,1681777008,4S|4T|4W|5S
1006,1681777009,4S|4T|4W|5S
1007,1681777010,4S|4T|4W|5S
1008,1681777011,4S|4T|4W|5S
1009,1681777012,4S|4T|4W|5S
1010,1681777013,4S|4T|4W|5S
1011,1681777014,4S|4T|4W|5S
1012,1681777015,4S|4T|4W|5S
1013,1681777016,4S|4T|4W|5S
1014,1681777017,4S|4T|4W|5S
1015,1681777018,4S|4T|4W|5S
1016,1681777019,4S|4T|4W|5S
1017,1681777020,4S|4T|4W|5S
1018,1681777021,4S|4T|4W|5S
1019,1681777022,4S|4T|4W|5S
1020,1681777023,4S|4T|4W|5S
1021,1681777024,4S|4T|4W|5S
1022,1681777025,4S|4T|4W|5S
1023,1681777026,4S|4T|4W|5S
1024,1681777027,4S|4T|4W|5S
1025,1681777028,4S|4T|4W|5S
1026,1681777029,4S|4T|4W|5S
1027,1681777030,4S|4T|4W|5S
1028,1681777031,4S|4T|4W|5S
1029,1681777032,4S|4T|4W|5S
1030,1681777033,4S|4T|4W|5S
1031,1681777034,4S|4T|4W|5S
1032,1681777035,4S|4T|4W|5S
1033,1681777036,4S|4T|4W|5S
1034,1681777037,4S|4T|4W|5S
